# TBROWSER	3.0
# USER	puthier
# OS	Mac OS X
# JAVA	1.8.0_73-b02
# DATE	mercredi 30 mars 2016
# TIME	10:37:28 CEST
# MODULE	145B59B7C
# PLATFORM	GPL570
# EXPERIMENT	GSE9195
# PROBES	452
# SAMPLES	77

HD	GSM232194	GSM232222	GSM232212	GSM232203	GSM232205	GSM232211	GSM232213	GSM232218	GSM232219	GSM232195	GSM232230	GSM232216	GSM232223	GSM232232	GSM232262	GSM232255	GSM232201	GSM232214	GSM232217	GSM232221	GSM232228	GSM232225	GSM232202	GSM232215	GSM232265	GSM232266	GSM232204	GSM232220	GSM232248	GSM232231	GSM232208	GSM232196	GSM232270	GSM232258	GSM232254	GSM232257	GSM232261	GSM232226	GSM232207	GSM232233	GSM232209	GSM232234	GSM232237	GSM232235	GSM232242	GSM232247	GSM232229	GSM232249	GSM232206	GSM232199	GSM232224	GSM232200	GSM232243	GSM232250	GSM232253	GSM232241	GSM232246	GSM232238	GSM232239	GSM232251	GSM232240	GSM232252	GSM232197	GSM232245	GSM232236	GSM232256	GSM232269	GSM232198	GSM232244	GSM232227	GSM232260	GSM232210	GSM232259	GSM232264	GSM232263	GSM232267	GSM232268
CENPF	-0.007645929	-0.06844852	-0.12052121	0.0887372	-0.087198496	0.0342269	-0.1441464	-0.14421514	-0.1415766	-0.14317347	-0.14094737	-0.1413598	0.1323761	-0.14378683	-0.055588976	-0.14087863	0.05351622	-0.043998465	0.13534775	0.14002731	0.1380233	0.13852035	-0.038372412	0.03575503	0.12128263	0.1333226	0.08659042	0.025206186	0.06874462	0.14176695	-0.01938978	0.0	-0.08938229	0.11353624	0.13119696	0.12053707	-0.12148885	-0.02688237	-0.13800216	-0.136014	0.05277595	0.12553918	-0.077976845	-0.14394546	0.07976936	0.035733882	-0.14205249	-0.14215824	-0.13600871	-0.09772619	-0.06350458	0.057021923	-0.13654806	-0.11745438	-0.048683316	-0.12187485	0.14273988	-0.042026173	-0.1327621	-0.1415819	0.13877943	0.11936322	-0.12267857	-0.12733169	0.14147085	-0.11175959	0.13586065	0.12921938	0.14095266	0.12160518	0.12515318	0.14339554	0.14220054	0.14310473	0.13103832	0.077982135	0.14265528
ATAD2	0.014696612	-0.14073394	-0.11790934	0.0	-0.041959044	-0.075912915	-0.1457325	-0.14725985	-0.14368716	-0.14718507	-0.14760162	-0.14209573	-0.05954478	0.1213325	0.11400555	-0.1440503	0.1112713	0.123121515	0.1356446	0.114977494	-0.030648204	0.12526299	-0.099405065	-0.11975176	0.11643541	0.12053145	-0.062113483	0.10971726	0.11314042	0.083432116	0.09780831	0.12656069	0.10068675	0.14182338	-0.08595275	0.021954132	-0.12553534	-0.07789418	-0.14612769	-0.14632529	-0.14687	-0.016336096	-0.12939107	-0.14737199	-0.13671802	-0.14531063	-0.12687577	-0.02109968	-0.12912405	0.087549515	-0.10337828	0.1382774	-0.10386959	-0.097178146	0.12794918	-0.12897453	0.13587958	0.011940998	-0.09099937	-0.12076108	0.10807778	0.056655653	-0.094678864	-0.08265776	0.04397769	0.13419737	0.13812786	0.087245114	0.10403514	0.084056936	0.08113043	0.14057907	0.14335072	0.14251763	0.13846965	0.1426725	0.1408194
CDCA8	0.107358456	0.100618854	0.070577495	-0.073254794	-0.12794235	0.07155685	-0.14763382	-0.1477671	-0.12400174	-0.13898185	-0.12087243	-0.12025236	0.07871369	-0.092349365	0.048799824	-0.15308113	0.14655015	-0.001524089	0.13245668	0.11596985	0.13037626	0.14817275	-0.10856382	0.0	0.14336288	0.13849507	0.13167433	0.10484921	0.13377793	0.055313423	-0.11046459	-0.1162596	-0.15115139	0.114300884	0.06543732	-0.13880222	-0.1460112	-0.14267908	-0.06762783	-0.14745417	-0.09329975	-0.05838478	-0.06883899	-0.15166135	-0.15050814	-0.14554182	-0.13541213	-0.07370101	-0.06339747	0.1441626	0.0066237026	0.055777024	-0.074703544	0.014406408	0.14547807	0.10352216	0.15463999	0.048602793	-0.06271945	-0.11321142	0.046870086	-0.12514336	-0.12015385	-0.061925534	0.14085944	-0.04449413	0.15291886	-0.053650253	0.14389023	-0.02656435	0.15480225	0.14596485	0.11650299	0.124192975	0.15547447	0.11471233	0.14087103
BRCA2	0.15684228	0.16024119	0.09688504	-0.1557072	-0.1274438	-0.13318224	-0.15986283	-0.15372081	-0.13480918	-0.12800504	-0.051898193	-0.074574485	-0.062044512	-0.16028534	-0.044192288	-0.11908838	0.117234424	0.12328186	-0.0032728023	0.16662915	0.14250879	0.1509651	-0.13648027	0.04698584	0.12866086	-0.055189915	0.05073159	0.05403592	0.006432097	0.116704725	0.078408524	0.1368271	0.103657655	0.15302715	0.1400936	0.07470061	-0.10204332	0.02777783	-0.12640962	-0.1407305	-0.11911361	-0.113772444	-0.1084502	-0.15482436	-0.12398813	-0.07463755	-0.04060419	-0.13332728	0.0	0.071509786	-0.0335478	-0.09605896	-0.071169265	-0.09337892	-0.12196391	-0.15779448	0.049388416	-0.04118434	0.006173552	-0.15277492	-0.11846409	0.03646116	-0.14809588	-0.1290266	0.17231083	0.10395404	0.1332516	0.09141145	0.11192479	0.109377176	0.1458005	0.09528332	0.15616122	0.15057413	0.12959415	0.042306803	0.11413819
OIP5	-0.018690899	-0.104809426	0.050371114	-0.08301588	-0.10173893	0.03248401	-0.15657914	-0.15662737	-0.15373372	-0.15019701	-0.14445257	-0.15206182	0.088872865	-0.15528236	0.071923524	-0.1572329	0.10754233	0.025437413	0.12663512	0.12497931	0.1314311	0.12209637	0.0049085044	-0.11159881	0.12688698	0.12322704	0.122814424	0.11374226	0.07802164	0.10797638	-0.14998803	-0.0030437014	-0.14017639	0.051657185	0.0	0.043988988	-0.15766159	-0.15098473	-0.100790456	-0.15281203	-0.030131571	0.06672565	-0.049513735	-0.1561183	-0.15548599	-0.1228948	-0.076092534	-0.15550742	-0.13774893	0.11202214	-0.12555268	-0.11208109	-0.14741053	-0.10552748	0.11120227	0.07691776	0.13232599	0.009254352	0.073707946	-0.14084084	0.11158809	0.103025004	-0.12948592	-0.14566362	0.09879169	-0.12504362	-0.09170222	0.13067552	0.13003786	0.102515936	0.12250362	0.041181065	0.1123651	0.13187051	0.115762465	-0.110848606	0.078311004
KNTC1	-0.070286386	-0.12932763	0.015767839	-0.029352697	0.14535294	0.15073203	-0.13434288	-0.1452074	0.09256399	-0.1276484	-0.110727504	-0.0854609	0.03814059	-0.13550153	-0.07421015	-0.13057023	0.13578701	0.13771251	-0.08212486	0.106596634	0.14191054	0.05791616	0.006033983	0.10487823	0.14983645	0.14745195	-0.12071884	0.093370005	0.07360004	0.13310026	0.14053918	0.14047201	0.14750233	0.1520698	0.09524513	0.10977035	-0.123741426	-0.07058864	0.12843764	-0.097310565	-0.03500046	-0.11733242	-0.12429557	-0.10136308	-0.11788096	-0.07336495	-0.14030409	-0.02557446	-0.14881213	-0.12800664	-0.12394853	-0.061565656	-0.10940652	-0.109636016	-0.09420962	-0.039209694	0.14722246	0.0061627226	-0.116873436	-0.13335215	0.118871704	0.06710707	0.0	-0.11096259	0.15054731	-0.094595835	-0.11592747	0.11971131	0.15198025	0.12009753	0.12646176	0.1505585	0.141793	0.14606941	0.13723673	-0.06463303	0.1360277
C12orf48	-0.037464555	-0.15451004	-0.026029116	-0.13526455	0.04558385	0.036503926	-0.1711171	-0.17161056	-0.091338776	-0.17738092	-0.19017835	-0.090141274	-0.11585457	-0.16623498	-0.06824418	-0.16353732	0.11094615	-0.0797849	0.052735936	0.12673731	0.12881649	0.083680056	-0.1759334	-0.04864997	0.13550141	0.14000191	0.13564616	0.12956	-0.1409428	0.047814354	0.096628815	0.086351395	0.02384467	0.008152192	0.09818819	0.09422066	-0.14630522	-0.003605651	-0.09037814	-0.078837425	0.05325573	0.1034256	-0.042544052	-0.16242537	0.078547925	0.026437055	-0.16078703	-0.09301659	-0.14927922	0.0036188103	-0.11336088	0.040201694	-0.1346658	-0.066171594	-0.13357358	-0.09647091	0.1481541	-0.093358725	-0.1356396	-0.161899	0.113064796	-0.14552881	0.06048677	0.07232357	0.094707556	-0.15701689	0.0	0.07150111	0.15469427	0.1187562	0.12248028	0.09547079	0.11781531	0.13546194	0.1421995	-0.1369292	0.12582275
NCAPG	0.05841243	-0.1053388	-0.1036004	-0.113048695	-0.05649546	-0.08162615	-0.12173545	-0.12210834	-0.122265905	-0.122171365	-0.11525452	-0.1215989	-0.11719775	-0.12024389	0.0700613	-0.12251274	0.15674509	0.11751812	0.11006032	0.13593678	0.12765443	0.11385225	-0.09732429	0.045398045	0.1208006	-0.10033892	-0.1134741	0.14347337	0.087755196	-0.10283886	0.08697791	0.1482474	0.118925646	0.14960767	0.115391076	0.09952486	-0.12094766	-0.059951257	-0.1133428	-0.11405182	-0.083038926	-0.10837444	0.014800057	-0.12227116	-0.113936275	0.0	-0.09273932	-0.100128844	-0.08598003	0.1272973	0.08355362	0.14493866	-0.1097347	0.13014911	0.027473064	-0.1146663	0.15146686	-0.029116932	-0.056059547	-0.12169869	0.056484956	-0.09120574	0.15046374	-0.066274635	0.16143511	-0.10132104	0.14089465	-0.101578385	0.16053177	0.14881988	0.152491	0.162496	0.15818414	0.14508572	0.13459754	0.07452548	0.15107822
CDC20	0.134307	0.11663489	0.0	-0.12862685	-0.13472138	-0.0048917923	-0.13534802	-0.13535307	-0.13304362	-0.13538845	-0.12597376	-0.124816515	0.11152074	-0.0748424	0.12760605	-0.13535812	0.13332662	-0.07335162	0.13306889	0.10716462	0.11857038	0.13588369	-0.12565035	0.03538969	0.12943542	0.13325587	0.1076346	0.11160665	0.12446782	0.053936057	-0.124563836	-0.05925234	-0.13012774	0.026116513	-0.07012243	-0.12778293	-0.1335894	-0.1304057	-0.13162358	-0.13530253	-0.12291639	-0.116154805	-0.12721187	-0.13559563	-0.1346001	-0.12660545	-0.12766668	-0.12496306	-0.11493691	0.13309415	-0.0826905	0.037744626	-0.100842685	-0.0067262147	0.06677701	-0.08707694	0.13844581	0.103672646	0.09901331	-0.12390183	0.1276111	0.100660756	-0.1331649	-0.06312332	0.13806175	0.09266611	0.12526627	0.06374491	0.11721604	0.050444085	0.13625765	0.1388501	0.038361154	0.13442828	0.13808702	0.13335188	0.13355403
PLK4	0.07180786	0.03432013	-0.13514008	-0.14320487	0.0	-0.09638662	-0.14299944	-0.15516622	-0.15933447	-0.1301501	-0.108560026	-0.15907602	0.0018621272	-0.15217091	-0.117327265	-0.16494736	0.16628596	0.07855394	0.06943548	0.08436563	0.10719491	-0.10390139	-0.13320504	-0.08353728	0.14730684	0.14878462	0.0074882694	0.13111761	0.08732118	-0.14084573	0.13529912	0.13519308	0.1760671	0.17580204	0.15236309	0.14123671	-0.11764535	-0.1419259	0.023233516	-0.16085863	-0.06342498	-0.07571104	-0.07538633	-0.14096501	-0.02031773	0.05082746	-0.1297061	0.007289466	-0.08506807	-0.053902287	-0.07250368	0.021881651	-0.09023696	0.040416773	8.813627E-4	-0.010682381	0.14317836	0.053431783	-0.15056723	-0.1439537	-0.053014297	-0.06685103	-0.015924169	-0.08652596	0.13899024	0.15503368	0.052132934	-0.096645065	0.10451106	0.097692095	0.16439071	0.16810833	0.17533153	0.15697533	0.04308737	-0.07763281	0.1304483
KIF2C	0.14313889	0.13582967	0.029617567	-0.0132044535	-0.12406639	0.11198225	-0.14174122	-0.14307906	-0.1313049	-0.13317029	-0.025071058	-0.105532296	0.13288748	-0.1372219	-0.015526653	-0.14313345	0.1480824	0.13308871	0.14676087	0.14058283	0.0969233	0.1489743	0.11246083	0.09411708	0.14977919	0.13677052	-0.035599817	0.13055985	0.11588702	0.12924919	-0.026805911	0.014161613	-0.11287959	0.12338115	0.09384516	-0.13200647	-0.13655297	-0.13094598	-4.513878E-4	-0.14155087	-0.08874937	-0.008750398	-0.13627562	-0.14256786	-0.14163789	-0.11824729	-0.12885763	-0.12469181	-0.055672977	0.14544477	-0.094824076	0.07400041	-0.12797117	-0.04737397	-0.092833616	-0.08481196	0.14927341	0.016864501	-0.104683906	-0.10786537	0.07885147	0.016962392	0.0	-0.054133907	0.15038285	-0.11231399	0.1379996	-0.039129343	0.14359027	0.11535406	0.14200225	0.15163368	0.13370869	0.12619825	0.13132122	0.1047818	0.13143544
AURKA	0.12250601	0.08077828	0.0283262	0.13813247	-0.07070894	0.1337242	-0.1297942	-0.12990336	-0.08834718	-0.12908721	-0.10646368	-0.016785704	0.13851716	-0.11386103	-0.09898835	-0.13034002	0.1488568	0.15028638	0.15234496	0.14279026	0.14644994	0.1399727	-0.107596934	-0.019021025	0.13847037	0.14612244	0.12225649	0.121902995	0.033425853	0.046463493	-0.018407611	-0.051277235	-0.12506883	0.14139707	0.13567881	-0.12854138	-0.12268796	-0.1255263	-0.11078877	-0.11811335	-0.062266696	-0.10224256	-0.10491455	-0.12985657	-0.12836982	-0.1274965	-0.09243314	-0.12481931	-0.07668192	0.13072471	0.087120354	0.100948155	-0.111870036	-0.075299144	-0.0695133	0.0388634	0.14375716	-0.06378984	-0.12271915	-0.12692466	-0.028830448	-0.09182493	0.021900952	0.0	0.13600631	-0.1119896	0.150827	0.08585714	0.15207984	0.14771315	0.14071608	0.15131566	0.14060171	0.14729209	0.13761263	0.1304492	0.0724712
DTL	0.09465211	0.11773362	-0.044373766	-0.12721673	0.12346921	0.10280817	-0.14492548	-0.14353383	-0.004279325	-0.12971672	0.08315111	-0.12658551	0.106192864	-0.12675449	-0.13954277	-0.1435388	0.08686881	0.120820105	-0.038538776	0.122276366	0.1220875	0.12324058	0.11411036	0.11706265	0.12481613	0.122788295	0.11047219	0.10878233	0.12263422	0.11472169	0.10493541	0.0012176941	-0.116337	0.1173708	0.0	-0.13055171	-0.14265907	-0.14188373	-0.14161533	-0.13932906	0.05905071	-0.13618293	-0.094040774	-0.1447714	-0.14305669	-0.07849405	-0.117465235	-0.10135191	-0.13554178	-0.026153088	-0.097892664	-0.0974702	-0.13716702	-0.1119881	-0.0847863	-0.121550724	0.1254871	0.10146622	-0.098096445	-0.14286782	0.12323561	0.09189863	-0.12006961	-0.04481114	0.121043764	-0.14181414	-0.12087975	0.12274853	0.1248211	0.10163024	0.097336	0.12540758	0.11990062	0.12345927	0.111431435	0.08545727	0.1256213
DEPDC1	0.1433535	0.016711336	-0.018846735	-0.015956338	-0.13342586	-0.12830429	-0.13493022	-0.14068285	-0.12943114	-0.13474993	-0.13653037	-0.1316229	0.088351466	-0.13932498	-0.09875802	-0.13875592	0.16272423	-0.08698233	0.16335528	0.15493762	0.13828264	0.16050994	-0.05006076	-0.076711	0.11084359	0.14301544	0.1570843	0.10830816	-0.05822486	0.07579824	-0.026368527	0.1217685	-0.057362814	0.15336002	0.12405039	-0.08098743	-0.13273285	0.087889455	-0.06785388	-0.13776991	-0.058884073	0.053125817	0.116111666	-0.11799915	-0.13419214	-0.11391429	-0.0394232	-0.09752974	0.034735464	0.10792503	-0.12806201	0.1351894	-0.051125642	-0.0978847	-0.05393716	0.0	0.15980566	-0.11692864	-0.094278745	-0.13646276	0.13708816	-0.11681595	0.060867347	0.07862103	0.16186781	-0.08945015	0.16044797	0.008519062	0.15022735	0.07199509	0.11301843	0.16124804	0.15465027	0.15730967	0.04099517	0.021376535	0.15788436
NULL	-0.076863304	0.055748437	0.106051676	0.070280746	-0.09684671	0.12587006	-0.14016077	-0.1496486	0.0041899723	-0.116028644	-0.09275102	-0.14518756	0.08098845	-0.14365536	-0.07998074	-0.1440502	-0.10509111	0.017437592	0.11958806	0.1332423	0.122063145	0.05533003	-0.12815069	-0.04922481	0.13907054	0.122899964	-0.104012676	0.14801623	-0.06985055	0.06337407	0.06493573	0.09849087	0.08042272	0.14580043	0.012004183	0.0012080793	-0.13173957	-0.13623598	-0.12937644	-0.14632492	-0.15225334	-0.13953021	0.0	-0.13728495	-0.065713614	-0.14316623	-0.14443325	-0.14703208	-0.103994995	-0.056261133	-0.006871319	0.042589214	-0.12273496	-0.1105422	-0.13644813	-0.062042236	0.12371321	-0.055436105	-0.14069115	-0.12973592	-0.0123813385	0.11681832	-0.017720459	0.039790004	0.16258979	0.110229865	0.14138652	0.13931216	0.15306069	0.14273603	0.13330713	0.1563785	0.1615585	0.14828731	0.12880482	0.13712583	0.15912466
CDCA2	0.15957308	-0.02398665	0.056186087	0.14974308	0.11092392	0.16242734	-0.117772944	-0.12820639	-0.13468127	-0.12681244	-0.10269907	-0.006094721	0.11521437	0.022001341	-0.13456059	-0.15036462	0.1365821	0.03757607	0.0	0.16444282	0.14610435	0.16330232	-0.020438436	0.029906375	0.103531815	0.15121546	0.15193959	0.15963946	0.16141357	-0.07189961	0.10444904	0.12934688	-0.13009514	0.05614988	-0.071278065	-0.060796354	-0.14942326	-0.009836035	-0.11080324	-0.119233266	0.13132615	-0.1369502	-0.09197598	-0.15379214	-0.0038921735	-0.12581074	-0.12907533	-0.11709106	-0.084704556	0.14466213	0.091716506	-0.026502986	-0.054749906	-0.04709228	-0.085543334	-0.06990826	0.16461179	-0.04336907	0.010511885	-0.105806775	-0.0714953	0.09548799	0.061182555	0.069377236	0.16743587	-0.12814	0.09085962	0.15930153	0.16250579	-0.037382968	0.16273509	0.16634364	-0.026647812	0.13311836	0.1415846	-0.10774381	0.15072064
ECT2	-0.14467406	0.05895854	-0.13876356	-0.014330293	0.079059556	0.11033594	-0.120599434	-0.17005992	0.09436828	-0.14790887	-0.11457579	-0.10897812	0.0	-0.096930824	-0.014210486	-0.14571905	0.050585337	-0.05572374	0.039782703	0.092983834	0.10115736	-0.09020164	-0.09213187	0.08118946	0.15091735	0.05640265	0.110702015	0.16388983	0.124872565	-0.15945031	0.15345994	0.1423112	0.15155633	0.1646952	0.15974316	0.042325284	0.14233781	-0.10159665	-0.12936534	-0.13219413	-0.12547825	-0.10566345	0.04920755	0.030158179	-0.16537412	0.08076348	-0.16639248	-0.12469951	-0.13562195	-0.08707334	-0.09926041	-0.12747505	-0.14713012	0.05514467	0.14233781	-0.13687992	0.11858267	0.11547434	-0.07885987	-0.1269226	-0.10180299	-0.11889551	-0.044435225	-0.037246782	0.12472613	-0.062020283	0.01044321	0.11830313	0.1492933	0.1065021	-0.09052778	0.1258044	0.12762147	0.09385577	0.119907215	-0.12595749	0.13783838
RRM2	0.1397895	0.12515736	-0.12585832	-0.13075475	0.1305159	-0.10813151	-0.13732831	-0.13724524	-0.13590561	-0.13483597	-0.07431348	-0.112898126	0.1144195	-0.0615402	0.07528446	-0.13684024	0.09945503	0.12764451	-0.07557523	0.1047928	0.13101956	0.13357942	0.11075367	0.06522679	0.12807548	0.1356356	0.109637305	0.12960723	0.14208974	-0.1331744	-0.0161016	0.10239911	-0.066810474	0.10202526	0.090602	-0.13695447	-0.13704273	-0.13059379	-0.13078591	-0.1369337	-0.089277945	-0.1356356	-0.11062905	-0.13735947	-0.13709466	-0.13142458	0.05593242	-0.009798039	0.07965125	0.14412515	-0.075242914	-0.06586027	-0.09388879	0.0615402	0.0	-0.12455504	0.12154345	0.11008385	0.102341995	-0.13168938	-0.040687565	0.07629178	-0.11432084	-0.12355291	0.14500266	-0.1370012	-0.08443864	-0.1269643	0.0899218	0.12888029	0.14236493	0.13340807	0.14336707	0.14505978	0.099008486	0.13778006	0.017706048
DTL	-0.036063656	0.12532543	-0.084562704	-0.09103095	0.11990539	-0.029385768	-0.14657092	-0.14661694	-0.13408439	-0.1452875	-0.12347443	-0.14244454	0.07462768	-0.14283314	-0.13736197	-0.1464891	-0.09238084	0.12618445	0.12376077	0.1285263	0.12780534	0.12897116	0.091122985	0.11170376	0.12803544	0.123878375	0.1274781	0.022559598	0.035511427	0.12598503	-0.0013754605	0.07727634	-0.14041969	0.11270084	0.06705498	0.0	-0.14296097	-0.13770968	-0.14244965	-0.14360525	-0.03888105	0.0026997887	-0.107035376	-0.1466783	-0.14255702	-0.12046273	-0.14190765	0.013626775	-0.14432621	-0.062810995	-0.054558232	0.08168395	-0.14549714	-0.01613226	0.085375704	-0.10502587	0.13183968	0.043886907	-0.13935614	-0.14599824	0.13066363	0.118166886	-0.120109916	-0.13576666	0.13024947	-0.13474911	0.0832077	0.12878197	0.13092953	0.121766604	0.09441079	0.13055626	0.13036707	0.13104713	0.114950664	-0.022027822	0.13171697
MKI67	-0.03958744	0.15523407	-0.006069635	-0.11925964	-0.031234954	0.103045985	-0.15359232	-0.15367022	-0.017981218	-0.13731875	0.047682285	-0.11169806	-0.041384965	-0.117653854	0.1468636	-0.12834312	0.16564772	0.15357435	0.11593422	0.1621006	0.13063796	0.15293323	-0.054692626	0.08775506	0.11907989	0.15664212	-0.08831828	0.13316049	0.15596506	0.012984105	0.10466975	-0.11975096	0.034955826	0.137145	-0.07742529	-0.13012867	-0.14986546	-0.14316669	-0.13671358	-0.13283093	0.03311037	-0.1129743	-0.09298585	-0.15296319	-0.1488289	-0.029790943	-0.016321506	0.039120086	-0.03537525	0.076077156	-0.003349384	-0.08677241	-0.11926563	0.0	0.11532307	-0.07828212	0.16567767	0.13128507	-0.013727082	-0.12948754	0.086424895	-0.046112448	0.10977471	0.07949844	0.16678014	-0.13283093	0.085160635	-0.074591205	0.054764524	0.15092	0.15395781	0.1443171	0.12876853	0.16896713	0.14165677	-0.07597529	0.16566569
CDC45L	-0.02981631	0.12857875	0.076721	-0.10486816	0.119509906	0.08847028	-0.14723298	-0.11662831	-0.10333493	-0.11195252	-0.14534636	-0.11564966	-0.09572862	-0.10902744	-0.13389067	-0.1474124	0.09368432	0.11996117	0.13735402	0.13716917	0.14068688	0.14124145	-0.1344235	0.12359306	0.13022073	0.12888323	0.08257117	0.10060558	0.11941204	0.0984906	-0.073801346	0.0932983	-0.1294976	0.10820102	-0.005420653	-0.14878252	-0.13638625	-0.11650326	-0.13875131	-0.12696941	0.0	-0.09084623	-0.06367228	-0.14834212	-0.13575011	-0.12851895	-0.11863999	0.090585254	-0.09597872	0.13407554	0.118993394	0.044490676	-0.119113006	-0.064031124	0.11305079	-0.11835183	0.14558558	0.059023682	-0.11249078	-0.109321035	0.08375099	0.10302503	-0.07691673	-0.07470389	0.14100766	-0.1297314	-0.03781952	0.11648695	0.13726158	0.13317843	0.11622054	0.14101854	0.13061218	-0.026282284	0.13309143	0.12035807	0.1384088
SMC4	-0.002252984	-0.13829643	-0.1314371	-0.01172221	0.09527223	0.036677912	-0.15103917	-0.15168048	-0.08230084	-0.15169165	-0.13401352	-0.11422183	0.08013151	-0.14462596	0.0726197	-0.13894889	0.066357076	-0.11796937	-0.05715553	0.12874912	0.06636265	0.12732148	0.0043888576	-0.13795067	0.09412901	0.065225005	-0.078218706	0.15096667	0.14700164	-0.06251474	0.1390437	0.14455347	0.13450985	0.14472635	0.14930482	-0.022942517	-0.1016687	0.089416705	-0.14502749	-0.1499294	0.0020577998	-0.121242896	-0.11844339	-0.14462596	-0.13933368	-0.14346044	-0.13847488	0.14341582	-0.1511284	-0.019049985	-0.08083417	-0.12618384	0.13947311	0.10437897	0.13338894	-0.13223456	0.1456688	-0.009564029	0.010428417	-0.14896464	0.046487316	0.016797	-0.12927333	0.08036015	0.1241372	-0.11795822	-0.12733822	0.0	0.12929563	0.08755409	0.114043385	0.14787719	0.1292064	0.14675069	-0.1085838	0.0019518427	0.14314814
CDKN3	0.12584677	-0.0812864	-0.06795974	0.1278727	0.0	0.115033105	-0.14259836	-0.14322531	-0.13558787	-0.14173305	-0.1406035	-0.13048933	0.054177117	-0.08073199	0.12855665	-0.14254655	0.13557233	0.12534417	0.1317277	0.10886201	0.123862274	0.13342722	-0.0995976	-0.13705422	0.11272737	0.05847253	0.12752555	0.08574244	0.117686	0.09490322	-0.10436971	0.085535176	-0.077353686	0.11505383	0.10260284	-0.13784698	-0.14310613	-0.14077449	-0.113950185	-0.14247918	-0.09986704	-0.12585194	-0.13767599	-0.14297143	-0.14107502	-0.13174324	-0.06734315	0.050653737	-0.114266254	-0.09507939	0.1196964	-0.040441126	-0.13065514	-0.12390373	-0.06994941	0.11722486	0.13452567	-0.091763265	-0.08651447	-0.1411631	0.1090071	0.101250485	0.12791416	-0.13568114	0.12515764	-0.13782108	-0.023689535	0.021642867	0.13935478	0.01156497	0.12447368	0.014145326	0.12442187	0.13653089	0.13022508	0.12557214	0.07315672
MND1	0.13917446	-0.08312987	0.017842453	-0.024845256	-0.12970433	-0.04715664	-0.1397012	-0.14273408	-0.08160511	-0.13696218	-0.11995141	-0.13270949	-0.12982076	-0.13044176	0.03570154	-0.14397608	0.15292501	0.14733608	0.14852817	0.1482454	0.1553979	-0.08735483	0.04877011	0.038889673	-0.03820769	0.145024	0.020437317	0.14628816	0.12847343	0.1446636	-0.010229748	0.13480534	0.09396952	0.15175511	-0.056576878	-0.1183712	-0.1250247	-0.08683364	-0.12013438	-0.07339358	-0.13570356	0.109710574	0.082619764	-0.13598078	-0.094063774	-0.0685199	0.02018781	-0.10188163	-0.11918626	0.08670612	0.0	0.1047759	-0.11856527	-0.11242742	0.14313884	-0.03669402	0.14740261	0.14257884	-0.13827625	-0.12661044	0.14011705	-0.097823	0.017276907	-0.09706339	0.13796575	-0.1303364	0.14633252	-0.08947286	-0.018363643	0.11140167	0.15227076	0.14871669	0.1464545	0.14271745	0.114412375	0.06331909	0.15428343
CCDC99	-0.12399955	-0.12000847	0.08183008	-0.13217422	-0.17057076	0.026134549	-0.14632909	-0.14910746	0.050202973	-0.17175782	-0.14289625	-0.14515486	0.0796677	-0.16223569	5.069063E-4	-0.16924255	0.11866741	0.0	0.15870017	0.108484365	0.15169331	0.12996693	-0.12213234	-0.07031881	0.046577632	-0.046917707	0.121965505	0.13585089	0.0120823365	0.13762185	0.1253791	0.1327132	0.14652158	0.15515183	0.11623554	0.11461858	-0.14987102	-0.14393573	-0.09808316	-0.06900984	-0.033975556	0.11683869	-0.05365507	-0.025210569	0.051871274	-0.12977444	-0.1444683	-0.13911691	-0.0846341	0.040071264	-0.07413024	0.060315434	-0.15893117	-0.10394146	-0.02587147	0.0011228938	0.14464155	-0.13759619	-0.16697751	-0.14849147	-0.08448011	-0.16411573	0.045332823	-0.05222418	-0.060501516	0.090518065	-0.026590124	0.073629744	0.16250518	0.07429065	0.10579584	0.1202523	0.14011148	0.15579349	0.07568946	-0.13424675	0.050741963
