# TBROWSER	3.0
# USER	puthier
# OS	Mac OS X
# JAVA	1.8.0_73-b02
# DATE	mercredi 30 mars 2016
# TIME	10:43:30 CEST
# MODULE	60E0C1ABC
# PLATFORM	GPL570
# EXPERIMENT	GSE7127
# PROBES	205
# SAMPLES	63

HD	GSM162904	GSM162934	GSM170596	GSM169526	GSM170592	GSM162931	GSM169524	GSM162902	GSM170589	GSM162941	GSM170855	GSM170866	GSM162930	GSM169529	GSM170858	GSM170591	GSM162905	GSM170843	GSM170857	GSM170593	GSM170983	GSM171597	GSM162942	GSM170853	GSM169531	GSM162937	GSM162928	GSM170588	GSM162943	GSM169525	GSM162936	GSM170867	GSM162929	GSM170835	GSM170595	GSM170850	GSM169530	GSM170979	GSM170862	GSM170590	GSM170597	GSM169528	GSM162932	GSM162906	GSM162940	GSM171011	GSM162938	GSM162939	GSM170833	GSM170865	GSM170844	GSM162933	GSM170841	GSM170849	GSM169527	GSM170823	GSM170980	GSM170594	GSM170848	GSM162935	GSM170992	GSM171012	GSM170978
UQCRB	-0.032870114	-0.060389277	0.099374756	0.19569184	0.0	-0.006879791	-0.086379595	-0.016817266	-0.11389876	-0.1223074	-0.34781167	0.008408633	-0.1834611	0.022168215	0.11007666	0.06268254	0.1872832	-0.029048007	-0.08179307	-0.067269064	0.0359278	-0.102432445	0.111605495	-0.08943728	0.13071603	-0.0611537	-0.03745664	-0.064975806	0.18040341	0.14600445	0.07262002	0.17046593	0.047394115	-0.005350949	-0.011466319	0.1437112	-0.32717228	0.08714402	0.2736628	0.24079269	0.18804762	-0.086379595	-0.06344696	0.064975806	0.0611537	0.13071603	-0.0015288425	0.083321914	-0.01223074	0.0252259	-0.23467731	0.077206545	0.021403795	-0.023697058	0.07873539	0.060389277	-0.27136955	-0.029048007	-0.038985483	0.11848529	-0.060389277	-0.15899962	0.071091175
UQCRB	0.03280364	-0.024993248	0.07445905	0.16870442	0.055714116	-0.108304076	-0.12444555	-0.042176105	-0.10413853	-0.028117403	-0.30304313	-0.0057276194	-0.13642149	0.05467273	0.13121456	0.03696918	0.13069385	-0.1343387	-0.03280364	-0.05258996	-0.0354071	-0.0036448487	0.076541826	-0.10517992	0.14423187	-0.29262927	-0.047383033	-0.067690045	0.17911828	0.12288347	0.081228055	0.16922511	0.041134723	-0.001562078	-0.08955914	0.15516642	-0.21504608	0.07862459	0.25045317	0.22181508	0.13225594	-0.11142823	-0.08279014	0.0640452	0.04477957	0.16505958	0.03124156	0.03332433	0.0	-0.020827707	-0.13694218	0.11767654	0.026034633	-0.11871793	0.052069265	0.080707364	-0.39468503	-0.041134723	0.0	0.15100087	-0.05311065	-0.12288347	0.100493684
PTK2	-0.12967397	0.0063807825	0.049914185	0.18586603	0.14624342	0.042812992	-0.3129671	0.06566031	0.09694673	0.0	0.059588276	0.06895362	-0.036020547	-0.03746137	0.13471685	0.016260704	0.20027424	0.22939943	0.1428472	0.04631213	0.034888472	0.10075462	0.027684363	-0.036638044	0.061440762	-0.04559172	-0.047238376	-0.040445928	0.101989605	-0.008953678	0.07389358	-0.032109745	-0.035094306	0.034785558	-0.10240127	-0.0043224655	-0.28610605	0.056397885	-0.09303593	0.156535	0.23279566	-0.30885047	-5.1457924E-4	0.07121777	0.06442532	-0.02974268	-0.09849047	-0.16672367	-0.0902572	-0.25440797	-0.041783836	0.07039444	0.012864481	-0.06514573	-0.11444242	0.065042816	-0.3407544	-0.12010279	-0.12946814	0.13327603	-0.08305309	-0.110634536	-0.11186953
NSMAF	0.052966874	0.08773629	0.0035681278	-0.028188208	0.016889138	0.007532714	-0.13047454	0.019347182	-0.032747485	-0.09685484	-0.2218979	-0.036474194	-0.06410736	-0.12960233	0.15184365	-0.030844482	0.039130468	-0.0042024613	0.03306465	-0.027712459	0.022756726	-0.026959186	-0.020100452	-0.31887168	-0.5911991	0.14371626	-0.0440862	0.0	0.084168166	-0.07393953	0.11485407	0.03401615	0.07080751	-0.025650874	0.03758428	0.14486599	-0.16786058	0.035284817	-0.06850805	0.12718393	0.10228633	-0.19470084	0.08848957	0.10343606	0.043095052	0.028782897	-0.030408377	0.005590067	-0.035443403	-0.046306368	0.022598142	0.032192443	-0.0024580436	-0.037544634	-0.4020487	0.1102155	-0.07897456	-0.072036535	-0.12726322	0.04924016	2.3787518E-4	0.008761736	-0.008920319
TRMT12	-0.20894507	-0.11298161	-0.12933794	0.06868714	-0.19977418	-0.06055625	-0.14096701	-0.0545999	-0.012810885	-0.33412302	-0.11742523	-0.03994538	-0.0056727165	0.06996351	0.1810542	-0.1095307	0.07681804	0.13888702	0.036069024	-0.12153795	0.13203248	0.05696353	0.03923629	-0.13737428	0.07525804	0.05176354	-0.035879932	0.16030152	-0.028316312	-0.04661082	-0.016970877	0.115817964	-0.07795258	-0.3717993	0.007752713	0.14725427	-0.08953438	0.08022167	-0.001701815	0.17486149	0.26184314	-0.04438901	-0.069065325	0.024298137	0.13179612	0.1496179	0.11335979	-0.02992358	0.12149068	0.023021774	-0.18048693	-0.11463615	-0.150327	0.07038896	0.21395597	0.09827982	-0.0038290836	0.11246161	-0.11113797	0.16493423	0.08589438	0.0	0.019570872
EXOSC4	-0.27703005	-0.058656283	-0.046424087	-0.040016748	-0.44729054	-0.07863553	-0.1719497	0.06826729	-0.028134046	0.0019222018	-0.17853178	-0.0898775	-0.07892677	-0.027784554	0.14101972	-0.0043686405	0.109914996	0.17561935	-0.055219617	-0.03360941	0.1416022	0.038910028	-0.16501813	-0.24184795	-0.3132024	0.04322042	0.029299017	-0.03471613	0.041705955	-0.018930776	0.052773178	0.05114222	0.080499485	0.012989425	0.022134446	0.11276918	-0.21208294	0.10537161	-0.097216815	0.07560661	0.1621057	-0.21930575	0.011824454	0.10106122	0.15447514	0.09698382	0.17701732	0.113409914	0.019105522	-0.18022099	-0.007863553	-0.0052423687	-0.12156471	0.0	-0.114807874	-0.035706356	-0.02120247	-0.013804904	0.030813478	0.13327266	0.029066022	0.08288767	0.03844404
C8orf38	-0.020145116	-0.03909468	-0.039692454	0.053321794	-0.3583081	0.07245069	-0.07245069	-0.1171047	-0.020085339	-0.14221138	-0.16582361	-0.2517841	-0.16074249	0.030307341	0.05146868	-0.09492714	0.10257869	0.0063962243	-0.08488447	-0.041784678	0.026780453	-0.38652322	-0.3712201	-0.19858183	0.14316782	-0.17042649	0.05882135	-0.0039453343	0.11142581	0.16385093	0.08273247	0.064081796	0.012852225	-0.02630223	0.0	0.118001364	-0.02982912	0.050512236	0.005499557	0.13719004	0.14920537	-0.040529344	0.13724981	-0.08853091	0.011238226	0.09594336	0.0990518	-0.010222003	0.0662338	0.022894895	0.01954734	0.06324491	-0.017455116	-0.14430359	0.13025582	0.13629337	-0.09881269	-0.11650692	-0.07280935	0.14203204	0.103056915	-0.048121125	-0.07998269
C8orf76	-0.07380638	-0.08330494	0.1231283	0.17363754	-0.12264696	0.13602838	0.013285149	0.015403071	0.009915727	-0.07075786	-0.12688279	-0.028944938	-0.06401902	0.17870772	0.10920136	0.053365223	0.0068672025	0.037865885	0.06960263	-0.06103467	0.16259867	-0.096461736	-0.110260315	-0.066746645	-0.19106226	-0.11417527	-0.060328696	-0.25164768	-0.10891255	-0.0074448176	-0.069442175	0.10056922	-0.018612044	0.077881776	0.07319668	0.24237375	-0.23088562	0.029362105	-0.019895634	0.2709657	0.1453344	-0.5314059	0.08275942	0.0	0.018515775	-0.074608624	0.1365739	-0.013959033	0.13137536	-0.02974718	-0.028495682	-0.07518624	-0.1428314	0.10275132	0.08959453	0.11658199	-0.072619066	0.050541326	0.0048455494	0.0015082174	0.08789378	-0.030228527	-0.049225647
TCEB1	-0.0688797	-0.055883534	0.04743602	0.183246	-0.33465138	0.045486595	-0.005848277	0.05783296	-0.033790044	0.046786215	-0.20339006	-0.059782382	-0.082525685	0.013645979	0.15465443	0.024692724	0.19364294	-0.059132576	0.028591575	0.0	0.17089964	-0.029891191	-0.38663608	0.0149455955	0.119564764	-0.15335481	-0.077977024	-0.26382226	-0.016245212	-0.10786822	-0.037688896	0.010396936	-0.04353717	-0.016245212	0.03508966	0.16635098	-0.17999697	0.08707434	-0.08642453	0.15400462	0.124113426	-0.3573947	0.016895022	0.03184062	0.03184062	0.06628047	0.16960002	0.055883534	0.06563066	-0.12151419	-0.013645979	0.122164	-0.012346362	-0.050685063	-0.18389581	0.119564764	-0.11891496	0.06433105	-0.055233724	0.11306668	-0.05783296	0.060432192	-0.020793872
COMMD5	0.016505852	-0.024793603	0.057457082	0.06971459	-0.2817138	0.052721225	-0.20440793	0.0227739	-0.0068948497	-0.016157629	-0.13657375	0.043945964	-0.03419567	0.04039407	0.26841164	-0.04192626	0.24737886	0.23693211	0.08635974	-0.11198908	0.1206947	0.053417675	-0.0021589934	-0.095065355	-0.15718865	0.019361297	-0.08837944	0.033011705	-0.11115334	-0.073823646	-0.024515022	0.0075216545	-0.086081155	0.08266856	0.008635974	0.20078638	-0.15482073	0.05418377	-0.02054526	0.29327488	0.28707647	-0.24932891	-0.091374174	0.04882111	0.07723625	0.033986736	0.21603863	-0.007939524	0.087474056	-0.06804311	-0.038235076	-0.042692352	-0.14047386	-0.06685915	-0.2753065	0.0	-0.07925595	-0.01970952	0.011143192	0.22523177	0.039976202	0.002925088	-0.030643778
WDSOF1	-0.13471329	-0.093848534	0.03295783	0.1114359	-0.06562007	0.0043598926	-0.06436384	0.08845409	0.0566786	-0.17321335	-0.26085457	-0.18865772	-0.052762087	0.17336115	0.11527851	0.13412212	0.15355688	-0.040051892	-0.16456747	0.031849384	0.17942066	-0.015296572	-0.4770757	-0.13212691	0.027563388	-0.19375658	0.0050249607	-0.10035142	-0.099169075	-0.002290791	0.06355097	0.0	-0.05985615	-0.023868565	0.069610484	0.1787556	-0.1826721	0.08498096	-0.14099449	0.08032548	0.08971033	-0.10035142	-0.028450146	0.017661259	0.19516061	-0.0051727537	0.1197123	0.07537441	0.12155971	-0.1364868	-0.035987586	0.120303474	0.01928698	-0.055348463	0.12281595	0.1405511	-0.15606937	0.08039937	-0.069610484	0.16648877	-0.098134525	0.03214497	-0.050027918
COMMD5	0.08995005	-0.07832484	0.060378425	0.0712044	-0.24885212	0.06023311	-0.20700136	0.0062485496	-3.6328775E-4	-0.025430143	-0.17256169	0.046064887	-0.038435843	0.061904233	0.26047733	0.0031242748	0.24638176	0.28547153	0.0860992	-0.17641254	0.106080025	0.052458752	-0.0053040013	-0.11261921	-0.16231696	0.019181594	-0.08973207	0.04773601	-0.076944344	-0.05638226	0.022015238	-0.03625612	-0.079705335	0.08450073	-0.015185428	0.1737242	-0.1631162	0.029571623	-0.1174146	0.29920378	0.28619808	-0.21223271	-0.11538019	0.0985963	0.08086786	0.03291387	0.19704728	0.061105	0.032841213	-0.01395025	-0.06146829	-0.044611737	-0.15505122	-0.05187749	-0.20344114	-0.025648115	-0.060451083	-0.024485596	0.024558252	0.2213149	0.008936879	-0.053911902	0.0
DERL1	-0.13461086	-0.010009525	-0.05160083	0.20485012	0.015014288	0.10734353	-0.01311593	-0.15083319	0.06557965	0.07179246	0.01829327	-0.16791841	0.09526307	0.15514764	0.17033452	-0.0029338265	0.24782205	0.0	0.011907884	0.04728638	0.04987505	0.09232924	0.016740069	-0.04538802	-0.40072617	-0.018465849	-0.09509049	-0.26766852	-0.08611643	0.026749594	-0.08853253	-0.117007904	-0.030373732	-0.10371939	0.0018983582	0.13754469	-0.23073682	0.100958146	-0.084390655	0.22866589	0.19777441	-0.2136516	-0.055570126	0.020191628	0.10009526	0.03744943	0.11200314	-0.21209839	-0.017775537	-0.0022435144	-0.1610153	0.026922172	-0.04452513	-0.085253544	0.060747463	0.13702695	-0.14634617	-0.13616407	-0.024160923	0.16550232	0.11372892	0.04090099	-0.045042865
C8orf76	-0.17893237	0.0	-0.0068484438	0.22928858	0.017792525	0.09889958	-0.0760043	0.101920955	0.14657012	-0.13931882	-0.08513556	0.032832243	0.049214795	0.18215518	0.2845461	0.10601659	0.2094818	-0.11682639	0.097892456	0.15516424	0.20411047	0.073587194	-0.08708266	-0.22935572	0.08721694	-0.20122339	-0.12320484	-0.17215107	-0.11165649	-0.0895669	-0.018463941	-0.004565629	-0.023499561	-0.02934088	-0.07419147	0.08077135	-0.16449693	0.02054533	-0.049550503	0.22103016	0.17799239	-0.1634898	-0.04975193	0.034443643	0.21243604	-0.07143866	0.18000664	0.016516834	0.13495462	-0.13576032	-0.10366663	0.08929833	0.0066470187	-2.0142482E-4	-0.036256466	0.019202499	-0.16019987	-0.1399231	0.036122184	0.1710768	-0.17168108	-0.015174002	0.0057070362
NULL	0.069743834	0.12456939	0.014354603	0.16173354	-0.3585269	0.10010645	-0.015707392	-6.012399E-4	-0.038967863	-0.08687917	-0.20306878	-0.027393995	-0.5812111	0.036675636	0.041823752	-0.13550445	-0.08872046	0.1870232	0.022095567	0.011385981	0.049715027	-0.015557083	-0.14347088	-0.06700067	-0.08887078	-0.0025928472	-0.009319219	-0.030512925	0.05444979	0.08789376	0.033368815	0.092666104	0.06421994	0.07767268	0.047310065	0.11968432	-0.15677331	-0.010935051	-0.09586019	0.17939496	0.037126563	-0.28325915	0.039944876	0.18281451	0.13813487	0.11701632	0.0	-0.07560592	0.011874489	0.0016534098	-0.13516626	-0.07421555	-0.010972628	0.05956033	-0.062754415	0.052007254	-0.06365628	-0.004171102	-0.07331369	0.067677066	0.030325038	-0.06437025	-0.048287082
RPL30	-0.16174133	-0.15058675	0.089236595	0.18405049	-0.16731863	0.050195586	-0.11433439	-0.013943219	0.0	0.0	-0.1338549	0.055772875	-0.20635962	0.07529338	0.15616405	0.11433439	0.18962777	0.05298423	0.011154574	0.03625237	0.1338549	-0.15058675	-0.044618297	-0.18962777	0.11712304	-0.18405049	-0.30396217	-0.19241641	0.005577287	0.09481388	0.0	0.06135016	-0.06135016	0.016731862	-0.05298423	0.10317981	-0.32905996	-0.019520506	-0.025097793	0.11991168	0.1533754	-0.06413881	-0.008365931	0.016731862	-0.005577287	0.12548897	0.10596846	0.050195586	-0.013943219	0.019520506	-0.07529338	0.041829657	-0.13943218	-0.10596846	0.1338549	0.013943219	-0.25655523	-0.06135016	-0.26492116	0.086447954	-0.12827761	-0.16731863	0.055772875
UTP23	-0.29795676	0.020693205	0.078202546	0.03649875	-0.006791942	0.022026204	0.06569776	0.034721423	0.11222573	0.07204536	-0.14047259	-0.026913863	-0.104164265	0.077440836	0.16598998	-0.07909121	0.05541463	0.028691193	0.035800517	0.06430128	0.16421264	0.042148124	-0.013774312	-0.366384	-0.17614615	-0.02012192	-0.18357286	-0.19874364	-0.011806553	-0.030087668	0.021518396	0.0	-0.1826842	-0.111400545	0.09210381	0.19931494	-0.07471136	-0.043608077	-0.014853406	0.21886557	0.22826003	-0.17989124	-0.096229754	0.0111083165	0.22254717	0.13031642	0.22902174	0.13310936	0.087343104	-0.016630737	0.010092699	0.023930486	-0.13291894	-0.08080506	-0.18865095	-0.024247868	-0.11889072	-0.020820158	0.07648869	0.19080913	-0.06442823	-0.023549631	-0.13844135
C8orf82	-0.03749835	0.025309362	9.313845E-4	0.23248167	-0.13663006	-0.013363344	-0.17109129	0.0	0.10087299	0.017939275	-0.34299248	0.1161396	-0.09568964	-0.076171055	0.19449739	-0.18247038	0.18161999	0.021016894	0.013322848	-0.1347673	0.03960409	-0.0047784075	-0.05507317	-0.04656923	0.0067626615	0.05831277	-0.012431959	0.0052238526	0.07762887	-0.08937242	-0.02879193	0.035838056	-0.010771665	0.04847249	0.07094721	0.17429039	-0.4016697	0.036485977	0.050537735	0.21591923	0.2209811	-0.22166952	-0.0033610833	0.008139491	0.11083476	-0.043208145	0.13918124	-5.669297E-4	-0.0071271164	-0.10378863	-0.021867288	-0.023163129	-0.08588985	-0.21332756	-0.057219405	0.13193265	-0.048836946	0.1419349	-0.24750532	0.07851977	0.09856478	0.023527583	-0.15112726
KIAA1429	-0.06728505	-0.028483711	0.023898099	0.31967014	-0.06887238	0.060406633	-0.23157345	0.18712828	0.14233038	-0.10635094	0.12575161	-0.04373969	-0.17927983	0.17575243	0.11605128	-0.14003757	0.25688252	-0.026367275	0.0	-0.020987997	0.09603332	0.012786806	0.051588144	0.0010582184	-0.11455214	-0.033245694	-0.014991427	-0.1753115	-0.0044092434	0.19012657	0.07187066	-0.08774394	-0.024779947	-0.08280559	-0.0664032	0.17681065	-0.26314363	0.05802564	-0.1439177	0.14603414	0.13430555	-0.22010942	-0.019665224	0.13977301	0.043386955	0.07919001	0.18368907	0.07469258	0.08747938	-0.06807871	-0.04620887	0.095768765	-0.06578591	-0.06446314	0.024162652	0.18245448	-0.14894423	0.18342452	-0.11508125	0.12240059	-0.07045971	0.002557361	-0.17151956
TERF1	-0.19478278	-0.22940212	-0.009079412	0.2443603	0.0060747145	0.043437473	-0.0027434195	-0.06447036	0.18139228	-0.07145955	-0.16865498	0.066168666	0.028805904	0.18589933	0.15480724	0.066233985	0.30046976	-0.106797405	0.09177391	0.07727298	0.14285377	0.113068074	-0.17028797	0.016591156	0.058069047	-0.07511744	-0.1674139	-0.049642827	-0.14239654	-0.13214137	0.0	0.03324763	-0.19942047	-0.04010618	-0.109214224	0.12306196	-0.09797927	0.14318037	-0.085241966	0.2561178	0.2072588	-0.14011036	0.08112683	0.0041804486	0.16225366	0.149647	0.09053284	-0.0060093952	0.056501377	-0.14644635	-0.18563806	0.015546043	0.025735887	-0.09092476	-0.023319066	0.16584624	-0.122212805	-0.07204742	-0.03586041	0.12939796	-0.112872116	-0.0666259	-0.05362732
C8orf59	-0.18729264	-0.11793382	-0.027981872	0.38783732	-0.022356896	0.07002618	0.024931038	-0.07855899	-0.037897084	-0.13433206	-0.17237215	0.19120152	-0.12422617	0.14148244	0.2681874	0.0557254	0.14038606	0.021975541	-0.12498888	0.12632361	0.08666277	-0.15487751	-0.118362844	-0.22037512	0.18800767	0.021308172	-0.034369558	-0.076890565	-0.11364359	0.039088815	-0.028887589	0.10082054	9.533858E-4	0.035942644	-0.021546518	0.07040754	-0.12346346	0.10110656	-0.11288088	0.3037487	0.10363303	-0.06502091	-0.020736141	0.090380974	-0.017494628	0.07669988	0.23381786	-0.057155475	0.17041771	0.0	-0.047669288	0.124750525	0.06263745	-0.043140706	-0.05815653	-0.039946865	-0.13700153	0.2073614	0.09333646	0.14005236	0.010773259	-0.024025321	-0.06244677
LAPTM4B	-0.18519111	-0.23241784	-0.21623608	0.067843474	-0.3152444	0.034880653	-0.2362535	0.010907696	-0.024452418	-0.19298232	-0.15055017	-0.037637543	-0.027089443	0.05333983	0.061730366	-0.042671867	0.053939156	0.0032363494	-0.015702289	0.015102964	0.020736609	0.01126729	-0.0058733746	-0.027209308	-0.70995915	-0.02924701	-0.065925635	-0.015342694	0.04626781	0.0684428	0.019777691	-0.0038356734	-0.046867132	0.038117003	0.039435517	0.045908216	-0.115909256	0.02804836	-0.036079302	0.085104	0.0575351	-0.016781071	0.049743887	0.052620642	0.038356733	0.046867132	0.032123763	0.033801872	-0.011746749	0.0	-0.006232969	0.026130525	-0.17224571	-0.027449038	0.019537961	0.053219967	-0.13269033	-0.06077145	-0.05909334	0.06868253	0.02625039	-0.031884033	0.027568903
TMEM68	-0.19497064	-0.033661675	0.117332354	0.1885238	-0.5980818	0.12336475	-0.041720215	0.0	0.11682581	-0.074414864	-0.10623459	0.10116922	-0.1210623	-0.055488806	0.18129414	0.039878264	0.14104748	-0.042963535	-0.1154904	-0.034352407	0.14560631	-0.00999259	-0.27329963	-0.14565237	-0.06819828	0.09895888	-0.035135236	0.01768274	-0.05263378	-0.09338697	-0.11217488	0.083808824	-0.081598476	-0.004881173	0.009163712	0.075612135	-0.2734378	0.015932886	0.042226754	0.16292067	0.0733097	-0.030944796	0.04010851	0.019018156	0.046509292	0.1136945	0.0065849787	-0.093755364	0.015610544	-0.10655693	-0.059817396	0.07671731	-0.15523052	-0.12460806	0.03688509	0.06654052	-0.004190441	0.08988726	0.069902085	-0.07860531	-0.029701479	0.061889593	0.07086911
EIF3H	0.03982937	-0.0019194877	0.134844	0.11756862	-0.06046386	0.0	-0.23993596	-0.016315645	0.03263129	-0.09213541	-0.30855763	0.019674748	-0.18475069	0.014876029	0.09069579	-0.10845105	0.1434817	0.059504118	-0.09501464	-0.044148218	0.089256175	0.013436413	0.08445746	-0.20730467	-0.111330286	0.14732067	-0.12380695	-0.081578225	-0.048946936	-0.023033852	0.046547577	-0.18571043	-0.2648893	-0.11660887	0.005758463	0.13196477	-0.3416688	-0.029752059	-0.11229003	0.16171683	0.17035453	-0.2562516	-0.03982937	0.06814181	0.16123697	0.06430284	0.107971184	0.08733669	0.08349771	-0.14300182	-0.035990395	0.081098355	4.7987193E-4	0.031191675	-0.08013861	0.08349771	-0.20634492	0.07677951	0.012956542	0.104132205	-0.03263129	-0.074380144	-0.18091172
TMEM70	-0.12909885	-0.009258084	0.07586486	0.11135418	-0.23222362	-0.19287676	-0.004371873	-0.07586486	-0.14838652	-0.06506376	-0.34794968	-0.18104698	-0.027774254	0.03368914	0.16896003	0.063777916	0.20239201	-0.07483618	-0.28802928	0.0	0.031888958	-0.0514338	-0.30911714	-0.04191855	-0.03111745	-0.18799055	0.04937645	-0.04346156	0.06403508	-0.15867329	0.08152258	0.09360952	0.022373704	0.034974985	0.1326992	0.23273796	-0.16381666	0.055034168	0.16947438	0.0879518	0.18619037	-0.17050305	0.10261043	-0.11932642	-0.002314521	0.091295	0.04474741	0.014658634	-0.052462477	-0.12112661	0.10081025	0.002314521	0.018516168	-0.031888958	-0.051176634	0.1915909	-0.0622349	0.041147042	-0.017487492	0.14247163	0.052976817	7.7150704E-4	-0.040118366
NBN	-0.30604264	0.10896403	0.09317314	0.06336867	-0.19871923	0.07293891	-0.038964555	-0.0055370685	0.08927668	0.023652168	-0.23426585	0.04832972	-0.07075143	0.039579786	0.17718619	0.10998942	0.10171799	-0.05003869	0.05256797	0.061864775	-0.08811458	0.06835887	-0.20958829	-0.4483658	-0.26666793	-0.13425682	-0.08640561	-0.13965717	-0.09064386	0.053524993	0.07485296	-0.020097507	-0.065419436	-0.14888562	0.024199039	0.0894134	-0.106161326	0.028984161	-0.054823812	0.07430609	0.19584815	-0.2986599	0.060702674	-0.021943197	0.07854434	0.13275293	0.027890418	-0.007792911	-0.04709926	-0.027480265	-0.021874838	0.111288235	0.03609348	-0.060839392	0.0048534796	0.053251557	-0.124754936	0.10499922	-0.0099803945	0.21252772	-0.032812256	0.0	-0.030282978
TMEM67	-0.21097311	-0.1970958	-0.15132664	0.05562749	-0.07699904	-0.02314463	-0.06338177	-0.05390169	-0.070497744	-0.016525125	-0.21189512	-0.15033372	0.027825566	0.090096205	0.14536908	-0.010000182	0.22503957	-0.098985255	0.08153813	0.050260965	0.112200625	-0.19196568	-0.009881977	-0.15250869	0.08482424	-0.16801725	-0.14643294	-0.104588196	-0.084138654	0.090072565	0.05834622	-0.031395372	-0.032695632	-0.05496554	0.005106476	0.029031262	-0.06527306	0.005579298	0.019976724	0.1586081	0.04236484	-0.5101039	-0.01059121	0.054398157	0.16813545	0.19704852	0.14366692	0.04522541	0.17922314	-0.010496645	-0.09335868	0.13068797	0.116006844	0.0	0.04541454	0.161776	-0.051632147	-0.034988817	0.10877267	0.15144484	0.120758705	-0.018841952	0.04026078
LAPTM4B	-0.21843438	-0.31622717	-0.22300413	0.06786089	-0.5204953	0.033130735	-0.3064022	0.020792393	-0.020563906	-0.21523555	-0.16771008	-0.04478362	-0.022848785	0.053466156	0.068546355	-0.051638253	0.07654343	-0.0061691715	-0.0155371735	0.0047982447	0.021020882	0.0	-0.0066261473	-0.043184202	-0.32536668	-0.029246444	-0.062148694	-0.015080198	0.05300918	0.07425855	0.023305759	-9.139514E-4	-0.094593965	0.038385957	0.042041764	0.0413563	-0.2894941	0.06397659	-0.031988297	0.09596489	0.05689347	0.010967417	0.042498738	0.05940684	0.042955715	0.05392313	0.02947493	0.017136589	-0.011195905	0.008911026	-0.014623222	0.020335417	-0.25087965	-0.04866791	0.013023807	0.051181275	-0.08613992	-0.02856098	-0.06489055	0.07014576	0.0244482	-0.034501664	0.03290225
TAF2	-0.04981643	0.11232136	-0.015626233	0.13494815	-0.039253097	0.05769205	-0.022751795	-0.013376055	-0.03625286	0.041878305	-0.19876568	0.03487775	-0.13632326	0.04650367	0.19157761	-0.1785141	0.26533344	0.11563412	-0.041253254	-0.17132603	-0.111571305	0.022376766	-0.18307695	-0.15626232	-0.3625286	-0.036752902	0.0014376134	-0.16501302	-0.021939231	0.07263073	0.042628363	-0.094819985	0.13126035	-0.09138221	0.05981722	0.1253849	-0.1026331	-0.040815722	-0.06338	0.19045253	0.19170263	-0.12238466	0.06806787	0.059254676	0.107070945	-0.07694357	0.04550359	-0.081381425	0.09600758	-0.029002288	0.061004814	0.17288864	0.0	0.1268225	0.11900939	0.21132918	-0.072130695	-0.27670935	0.015751243	0.19826564	-0.07344329	0.09463247	-0.16707568
NBN	-0.24056208	0.10574851	0.062495593	0.046412166	-0.16560183	0.078349255	-0.06318488	0.07214565	0.055487815	-0.026595091	-0.17565396	0.02648021	0.0050547905	0.07938319	0.13935138	0.120108716	0.11758132	-0.063472085	0.0399788	0.06875664	-0.052443452	0.04066809	-0.2816897	-0.33200783	-0.21224377	-0.18926744	-0.13469867	-0.13912162	-0.08076177	-0.031937085	0.07381143	-0.100923486	-0.12591024	-0.09506453	0.002010428	0.040266003	-0.048192833	0.05807265	-0.23005041	0.071398914	0.17157568	-0.3224152	-0.05537293	-0.021195656	0.06255303	0.13400939	0.01573878	-0.024240019	-0.08977997	-0.16410837	-0.15658362	0.12464654	0.023378406	0.009592614	0.0	0.074041195	-0.20747617	0.07685579	-0.013326266	0.18651028	-0.124301895	0.025963243	-0.12591024
EIF2C2	-0.020011896	0.036050312	0.045875646	0.15402658	-0.13842164	0.0033232754	0.022757212	-0.019939652	0.04522544	0.05013811	0.0768688	-0.05013811	-0.16298498	-0.017627807	0.1064893	-0.13459265	8.6694135E-4	0.18509199	0.064370394	-0.1699205	0.0062130797	-0.059818953	-0.36541578	-0.21478473	-0.20438144	0.032727037	-0.17801197	0.0	-0.11320809	-0.07751901	-0.1663805	-0.08524924	-0.055700984	-0.14723554	0.009102885	0.117253825	-0.068632856	0.092618234	-0.10381623	0.095652536	0.20813818	-0.23819214	0.01257065	0.11479749	0.09478559	0.008813904	0.04479197	-0.15973395	-0.1884875	-0.19166629	-0.050932806	0.037928686	-0.26875183	-0.13408694	-0.052449953	0.018422505	0.024202114	0.008741659	0.059529975	-0.020734347	0.042118903	0.015532699	-0.32582548
LAPTM4B	-0.2639159	-0.29280663	-0.20241234	0.091989495	-0.43637407	0.04041157	-0.27543676	-0.017724372	-0.04324747	-0.3335727	-0.21783254	-0.0579587	-0.037221182	0.06487121	0.077632755	-0.05423658	0.08082314	-0.035980478	-0.028890727	0.0060262866	0.017015398	0.020205785	0.0012407061	-0.0069125053	0.024459634	0.018965079	-0.074796855	-0.025523096	0.029776946	0.08809013	0.019851297	-0.04803305	-0.091989495	0.0664664	0.04129779	0.044842664	-0.27366433	0.0	-0.06398498	0.11325874	0.07515134	-0.06274428	0.06540293	0.07284717	0.028004508	0.058667675	0.037221182	0.028890727	-0.056009017	-0.008507699	-0.05565453	0.04129779	-0.35519642	-0.035803232	0.014356742	0.07142922	-0.16855879	-0.05281863	-0.058844917	0.09003981	0.035803232	-0.03562599	0.017901616
